1472.4 979.7 1428.8 757.9 1407.3 1028.5 865.4 1544.5 1018.3 970.6
1472.4 985.7 1434.8 766.9 1407.3 1037.5 865.4 1544.5 1018.3 970.6
1472.4 973.7 1428.8 751.9 1407.3 1019.4 865.4 1544.5 1018.3 967.6
1517.4 976.7 1473.9 757.9 1452.4 1022.5 868.4 1589.6 1051.3 997.7
1487.4 988.7 1443.8 766.9 1422.3 1037.5 874.4 1559.5 1033.3 985.6
1646.6 1099.9 1606.3 875.2 1587.7 1151.8 982.6 1715.8 1192.5 1144.9
1469.4 970.7 1428.8 751.9 1407.3 1013.4 865.4 1541.5 1015.3 967.6
1469.4 985.7 1428.8 757.9 1407.3 1031.5 865.4 1544.5 1018.3 970.6
1472.4 994.7 1428.8 760.9 1407.3 1043.5 865.4 1544.5 1018.3 967.6
1466.4 979.7 1422.8 757.9 1401.2 1028.5 865.4 1535.5 1015.3 964.6
1499.4 1000.7 1461.9 778.9 1437.3 1049.5 883.4 1571.5 1045.3 997.7
1475.4 982.7 1431.8 760.9 1413.3 1031.5 868.4 1547.5 1021.3 973.6
1499.4 1006.8 1458.9 778.9 1440.3 1055.5 886.4 1580.5 1051.3 1000.7
1505.4 1000.7 1461.9 778.9 1440.3 1049.5 886.4 1574.5 1051.3 1003.7
1472.4 979.7 1428.8 757.9 1407.3 1028.5 865.4 1544.5 1018.3 970.6
1472.4 979.7 1428.8 757.9 1407.3 1028.5 865.4 1544.5 1018.3 970.6
1472.4 979.7 1434.8 760.9 1413.3 1028.5 868.4 1547.5 1024.3 970.6
1845.0 1199.1 1810.8 971.4 1801.2 1245.0 1087.7 1911.1 1369.7 1319.2
1848.0 1217.1 1810.8 980.4 1801.2 1269.0 1087.7 1914.1 1375.8 1325.2
1790.9 1211.1 1753.7 977.4 1738.0 1263.0 1084.7 1863.0 1336.7 1286.1
1811.9 1190.1 1774.7 956.4 1762.1 1236.0 1066.7 1884.0 1345.7 1292.2
1616.6 1060.8 1576.2 833.1 1554.6 1109.7 943.5 1691.7 1156.5 1102.8
1848.0 1220.1 1816.8 986.4 1810.2 1272.1 1087.7 1920.1 1378.8 1325.2
1845.0 1202.1 1810.8 980.4 1807.2 1251.0 1087.7 1917.1 1375.8 1319.2
1845.0 1193.1 1810.8 971.4 1801.2 1239.0 1087.7 1911.1 1375.8 1325.2
1857.0 1211.1 1822.8 974.4 1813.2 1257.0 1087.7 1923.1 1381.8 1331.2
1814.9 1187.1 1777.7 956.4 1768.1 1233.0 1069.7 1884.0 1345.7 1292.2
1842.0 1208.1 1804.8 971.4 1795.2 1251.0 1084.7 1911.1 1369.7 1319.2
1811.9 1184.1 1777.7 956.4 1768.1 1230.0 1066.7 1881.0 1342.7 1289.1
1775.8 1166.0 1738.6 932.3 1723.0 1211.9 1045.7 1851.0 1312.7 1259.1
1845.0 1208.1 1810.8 974.4 1801.2 1254.0 1087.7 1914.1 1375.8 1325.2
1845.0 1211.1 1810.8 974.4 1801.2 1254.0 1087.7 1914.1 1375.8 1325.2
1842.0 1208.1 1807.8 974.4 1801.2 1257.0 1084.7 1911.1 1369.7 1319.2
1845.0 1208.1 1810.8 974.4 1801.2 1254.0 1087.7 1914.1 1375.8 1325.2
1436.3 976.7 1398.7 748.9 1377.2 1025.5 847.4 1517.4 1000.3 949.6
1436.3 970.7 1398.7 742.8 1377.2 1016.4 847.4 1514.4 1000.3 946.6
1436.3 970.7 1398.7 742.8 1377.2 1016.4 847.4 1517.4 1000.3 949.6
1481.4 976.7 1443.8 748.9 1422.3 1019.4 850.4 1562.5 1030.3 982.6
1451.3 985.7 1410.8 757.9 1392.2 1034.5 856.4 1532.5 1015.3 964.6
1186.9 808.4 1149.1 577.4 1127.6 848.0 679.1 1265.0 751.0 700.2
1436.3 967.7 1398.7 739.8 1374.2 1010.4 844.3 1511.4 997.3 946.6
1439.3 976.7 1398.7 748.9 1377.2 1025.5 847.4 1517.4 1000.3 949.6
1439.3 991.7 1398.7 757.9 1380.2 1043.5 847.4 1517.4 997.3 946.6
1430.3 976.7 1389.7 748.9 1371.2 1025.5 847.4 1511.4 997.3 943.6
1433.3 973.7 1392.7 745.8 1371.2 1022.5 844.3 1511.4 997.3 946.6
1439.3 979.7 1401.7 748.9 1380.2 1028.5 850.4 1520.4 1003.3 952.6
1430.3 967.7 1389.7 739.8 1365.2 1016.4 841.3 1502.4 988.3 937.6
1466.4 997.7 1425.8 766.9 1407.3 1043.5 868.4 1544.5 1030.3 979.6
1436.3 976.7 1398.7 748.9 1377.2 1025.5 847.4 1517.4 1000.3 949.6
1436.3 976.7 1398.7 748.9 1377.2 1025.5 847.4 1517.4 1000.3 949.6
1442.3 976.7 1401.7 751.9 1383.2 1028.5 847.4 1520.4 1006.3 952.6
1223.0 799.4 1182.1 574.4 1160.7 833.0 679.1 1298.1 772.0 712.2
1223.0 799.4 1182.1 574.4 1160.7 836.0 679.1 1298.1 772.0 712.2
1183.9 796.4 1146.0 574.4 1124.6 830.0 676.1 1259.0 748.0 688.1
1217.0 790.4 1176.1 571.4 1154.7 821.0 676.1 1292.1 766.0 703.2
1505.4 979.7 1464.9 757.9 1443.3 1019.4 865.4 1580.5 1054.3 994.7
1226.0 802.4 1182.1 574.4 1163.7 839.0 682.1 1304.1 778.0 712.2
1223.0 793.4 1182.1 574.4 1160.7 827.0 679.1 1298.1 772.0 709.2
1226.0 781.4 1182.1 574.4 1160.7 808.9 679.1 1298.1 772.0 712.2
1229.0 793.4 1188.2 574.4 1166.7 827.0 679.1 1307.1 778.0 712.2
1229.0 796.4 1188.2 577.4 1166.7 830.0 682.1 1304.1 778.0 712.2
1220.0 790.4 1179.1 574.4 1157.7 824.0 676.1 1295.1 772.0 706.2
1235.0 799.4 1191.2 580.4 1172.7 833.0 685.1 1310.1 784.0 721.2
1210.9 784.4 1170.1 565.4 1148.7 818.0 670.1 1286.1 760.0 697.2
1223.0 793.4 1182.1 574.4 1160.7 827.0 679.1 1298.1 772.0 709.2
1223.0 793.4 1182.1 574.4 1160.7 827.0 679.1 1298.1 772.0 709.2
1223.0 793.4 1179.1 571.4 1160.7 824.0 679.1 1295.1 769.0 703.2
1223.0 793.4 1182.1 574.4 1160.7 827.0 679.1 1298.1 772.0 709.2
1661.7 1087.9 1618.3 860.1 1602.7 1133.7 964.5 1733.8 1213.6 1132.9
1661.7 1081.9 1618.3 857.1 1602.7 1127.7 964.5 1733.8 1213.6 1123.9
1661.7 1093.9 1618.3 866.1 1602.7 1145.7 964.5 1733.8 1213.6 1132.9
1607.6 1090.9 1564.2 863.1 1545.6 1142.7 961.5 1679.7 1171.5 1087.8
1685.7 1102.9 1645.4 875.2 1626.8 1148.8 979.6 1757.8 1237.6 1147.9
2148.4 1349.4 2192.8 1118.8 2104.9 1398.4 1226.0 2145.5 1604.0 1529.5
1661.7 1090.9 1624.3 866.1 1605.7 1139.7 967.5 1736.8 1213.6 1138.9
1658.7 1087.9 1618.3 860.1 1602.7 1136.7 964.5 1730.8 1210.5 1126.9
1661.7 1066.9 1624.3 851.1 1602.7 1103.6 964.5 1733.8 1213.6 1162.9
1601.6 1087.9 1558.1 860.1 1539.6 1130.7 961.5 1673.7 1168.5 1081.8
1640.6 1069.9 1597.2 842.1 1578.7 1118.7 952.5 1712.8 1192.5 1090.8
